strategy,sparsity_pct,split,method,n_buildings,mae,rmse,bias,med_ae,p90_ae,pearson,spearman,mae_30m,mae_40m,rr_mean,rr_med
random,5.0,val_cph,F2_linear,3369,0.6343487595595108,1.9222029630151651,0.043133289562468466,0.2200298309326172,0.9706575088202966,0.9756671973016341,0.9740751896358989,0.9666957590315077,1.8881303195295662,0.9613518283728741,1.0088777446044157
random,5.0,val_cph,F4_depth_affine,3369,8.05481303316607,10.186392459449248,-6.2254455148118915,7.180239677429199,15.409457206726078,0.4574812011972487,0.44397673091528844,25.554052721423723,37.00393420252307,-1.6937261846446634,-0.962628371165548
random,5.0,val_cph,D_sparse_mono,3369,8.05481303316607,10.186392459449248,-6.2254455148118915,7.180239677429199,15.409457206726078,0.4574812011972487,0.44397673091528844,25.554052721423723,37.00393420252307,-1.6937261846446634,-0.962628371165548
random,5.0,val_cph,E_sparse_coarse,3369,6.782747245222249,8.108220717394099,-5.597482240065439,6.321511268615723,11.939801406860353,0.7539015842072225,0.7174403811134723,18.886569248305427,27.31996569140204,-0.8639740491263106,-0.5124909309498565
building_aware,0.01,val_cph,A_coarse,3369,5.56596507348941,6.6291528778552715,-4.676066968662511,5.1284379959106445,10.01800537109375,0.8515735208602535,0.8250587053898352,11.861931615405613,17.269662528202453,0.0,0.0
building_aware,0.01,val_cph,B_monocular,3369,8.062834120473706,11.311431424886731,3.310434826771756,5.677421569824219,18.091733932495135,0.31590053756537395,0.27564204912929,13.223391201761034,13.552886107872272,0.8421029743268215,0.9191415409914668
building_aware,0.01,val_cph,F1_nn,3369,5.738113707042203,10.162514143478981,-3.5117052174780596,0.7009658813476562,19.85479698181153,0.4933692816201285,0.5367082075923332,15.453196701904139,26.146369309260926,-0.8600574009763856,-0.38530612401535647
building_aware,0.01,val_cph,F2_linear,3369,5.86723439758639,10.043543098359377,-2.9840100580235274,1.2412891387939453,19.56560668945314,0.49283524976439513,0.5442316171854882,15.380987972848946,25.908132310571343,-0.8958458811546619,-0.27471839839774964
building_aware,0.01,val_cph,F4_depth_affine,3369,6.387850262489973,8.578387278657564,-3.1252961303266615,5.351044654846191,13.041513442993164,0.4857238362533527,0.47373248012152397,21.98119803269704,34.809310617118044,-1.53812565677632,-0.9740980754988029
building_aware,0.01,val_cph,D_sparse_mono,3369,6.387850262489973,8.578387278657564,-3.1252961303266615,5.351044654846191,13.041513442993164,0.4857238362533527,0.47373248012152397,21.98119803269704,34.809310617118044,-1.53812565677632,-0.9740980754988029
building_aware,0.01,val_cph,E_sparse_coarse,3369,5.676813763300826,7.050600555146241,-4.074010086579328,5.053882598876953,10.34914436340332,0.7631825470084157,0.7327484392642644,17.088666611247593,26.22480445072569,-0.7864671864416041,-0.4886036497816492
building_aware,0.05,val_cph,A_coarse,3369,5.56596507348941,6.6291528778552715,-4.676066968662511,5.1284379959106445,10.01800537109375,0.8515735208602535,0.8250587053898352,11.861931615405613,17.269662528202453,0.0,0.0
building_aware,0.05,val_cph,B_monocular,3369,8.062834120473706,11.311431424886731,3.310434826771756,5.677421569824219,18.091733932495135,0.31590053756537395,0.27564204912929,13.223391201761034,13.552886107872272,0.8421029743268215,0.9191415409914668
building_aware,0.05,val_cph,F1_nn,3369,3.026316501413722,7.250402311388113,-1.8570730070930608,0.039021968841552734,14.156329488754295,0.718195954094095,0.7556242408271315,4.749170806672838,8.676452077668289,0.6212500478611197,0.9989165013321522
building_aware,0.05,val_cph,F2_linear,3369,3.2215852405764895,7.1223290367783765,-1.5311903849681894,0.4308147430419922,13.6656478881836,0.7228753467065052,0.7579892840951956,4.741412493917677,7.9888906150028625,0.674789538241,0.999992784513835
