tile,building_mae,building_rmse,building_bias,pearson
SV_NewYork_40.7372_-73.9853.tif,55.31203079223633,56.5657958984375,55.30830764770508,0.7595231661897796
SV_NewYork_40.7343_-73.9816.tif,54.649139404296875,55.86128616333008,54.649139404296875,0.6337483212831663
SV_NewYork_40.7387_-73.9952.tif,52.45029067993164,53.956851959228516,52.45029067993164,0.8009803367381251
SV_NewYork_40.7372_-73.9816.tif,56.23678207397461,56.959007263183594,56.23678207397461,0.7821513928967033
SV_NewYork_40.7399_-73.9783.tif,57.76766586303711,59.198970794677734,57.76766586303711,0.8286840986531496
SV_NewYork_40.7345_-73.9934.tif,55.33599090576172,56.45269775390625,55.33599090576172,0.6574218543677206
SV_NewYork_40.7371_-73.9797.tif,52.15067672729492,54.071048736572266,52.15067672729492,0.7289213296324253
SV_NewYork_40.7334_-73.9935.tif,55.271766662597656,56.31025695800781,55.271766662597656,0.7038684017757373
SV_NewYork_40.7401_-73.9915.tif,52.467647552490234,54.12249755859375,52.46534729003906,0.5832833383705793
SV_NewYork_40.7401_-73.9934.tif,52.28933334350586,53.668479919433594,52.28933334350586,0.6128909085226292
SV_NewYork_40.7360_-74.0108.tif,55.460880279541016,56.32506561279297,55.460880279541016,0.7079214843331552
SV_NewYork_40.7345_-73.9953.tif,54.383304595947266,55.622154235839844,54.383304595947266,0.6524163946062038
SV_NewYork_40.7360_-74.0090.tif,56.48358917236328,57.095916748046875,56.48358917236328,0.5946768702922612
SV_NewYork_40.7335_-74.0090.tif,57.93546676635742,58.54981231689453,57.93546676635742,0.854348578507348
